"completion_code","source_type","question","response","condition"
"krveh035","random","improve",61,"Without"
"krveh035","opposite","trust",15,"Without"
"krveh035","opposite","improve",24,"Without"
"krveh035","helpful","trust",89,"Without"
"krveh035","helpful","improve",84,"Without"
"krveh035","bluebias","trust",59,"Without"
"krveh035","bluebias","improve",64,"Without"
"df9st6eu","bluebias","trust",63,"Without"
"df9st6eu","bluebias","improve",63,"Without"
"df9st6eu","helpful","trust",67,"Without"
"df9st6eu","helpful","improve",74,"Without"
"df9st6eu","opposite","trust",14,"Without"
"df9st6eu","opposite","improve",74,"Without"
"df9st6eu","random","trust",37,"Without"
"df9st6eu","random","improve",24,"Without"
"50g5axl7","opposite","trust",0,"Without"
"50g5axl7","opposite","improve",0,"Without"
"50g5axl7","bluebias","trust",54,"Without"
"50g5axl7","bluebias","improve",60,"Without"
"50g5axl7","helpful","trust",82,"Without"
"50g5axl7","helpful","improve",78,"Without"
"50g5axl7","random","trust",50,"Without"
"50g5axl7","random","improve",50,"Without"
"kp5g0w9j","helpful","trust",69,"Without"
"kp5g0w9j","helpful","improve",72,"Without"
"kp5g0w9j","random","trust",29,"Without"
"kp5g0w9j","random","improve",27,"Without"
"kp5g0w9j","bluebias","trust",69,"Without"
"kp5g0w9j","bluebias","improve",71,"Without"
"kp5g0w9j","opposite","trust",8,"Without"
"kp5g0w9j","opposite","improve",15,"Without"
"4sag15hy","helpful","trust",75,"Without"
"4sag15hy","helpful","improve",76,"Without"
"4sag15hy","bluebias","trust",24,"Without"
"4sag15hy","bluebias","improve",26,"Without"
"4sag15hy","opposite","trust",0,"Without"
"4sag15hy","opposite","improve",0,"Without"
"4sag15hy","random","trust",24,"Without"
"4sag15hy","random","improve",23,"Without"
"s7h1nzq6","opposite","trust",73,"Without"
"s7h1nzq6","opposite","improve",49,"Without"
"s7h1nzq6","random","trust",73,"Without"
"s7h1nzq6","random","improve",49,"Without"
"s7h1nzq6","bluebias","trust",86,"Without"
"s7h1nzq6","bluebias","improve",70,"Without"
"s7h1nzq6","helpful","trust",73,"Without"
"s7h1nzq6","helpful","improve",74,"Without"
"xxtddo3m","random","trust",25,"Without"
"xxtddo3m","random","improve",24,"Without"
"xxtddo3m","bluebias","trust",24,"Without"
"xxtddo3m","bluebias","improve",25,"Without"
"xxtddo3m","helpful","trust",23,"Without"
"xxtddo3m","helpful","improve",24,"Without"
"xxtddo3m","opposite","trust",25,"Without"
"xxtddo3m","opposite","improve",25,"Without"
"ja3pylvg","random","trust",35,"Without"
"ja3pylvg","random","improve",46,"Without"
"ja3pylvg","opposite","trust",0,"Without"
"ja3pylvg","opposite","improve",9,"Without"
"ja3pylvg","bluebias","trust",68,"Without"
"ja3pylvg","bluebias","improve",68,"Without"
"ja3pylvg","helpful","trust",77,"Without"
"ja3pylvg","helpful","improve",75,"Without"
"k2wg5gg3","opposite","trust",13,"Without"
"k2wg5gg3","opposite","improve",50,"Without"
"k2wg5gg3","helpful","trust",74,"Without"
"k2wg5gg3","helpful","improve",75,"Without"
"k2wg5gg3","bluebias","trust",61,"Without"
"k2wg5gg3","bluebias","improve",50,"Without"
"k2wg5gg3","random","trust",41,"Without"
"k2wg5gg3","random","improve",23,"Without"
"cg3m01mg","random","trust",100,"Without"
"cg3m01mg","random","improve",100,"Without"
"cg3m01mg","opposite","trust",100,"Without"
"cg3m01mg","opposite","improve",100,"Without"
"cg3m01mg","helpful","trust",100,"Without"
"cg3m01mg","helpful","improve",100,"Without"
"cg3m01mg","bluebias","trust",100,"Without"
"cg3m01mg","bluebias","improve",100,"Without"
"o7czn20k","random","trust",3,"Without"
"o7czn20k","random","improve",0,"Without"
"o7czn20k","opposite","trust",0,"Without"
"o7czn20k","opposite","improve",47,"Without"
"o7czn20k","helpful","trust",93,"Without"
"o7czn20k","helpful","improve",100,"Without"
"o7czn20k","bluebias","trust",44,"Without"
"o7czn20k","bluebias","improve",59,"Without"
"naxa53zt","opposite","trust",24,"Without"
"naxa53zt","opposite","improve",0,"Without"
"naxa53zt","bluebias","trust",40,"Without"
"naxa53zt","bluebias","improve",36,"Without"
"naxa53zt","random","trust",71,"Without"
"naxa53zt","random","improve",74,"Without"
"naxa53zt","helpful","trust",75,"Without"
"naxa53zt","helpful","improve",100,"Without"
"bgzp5qyh","helpful","trust",74,"Without"
"bgzp5qyh","helpful","improve",72,"Without"
"bgzp5qyh","random","trust",0,"Without"
"bgzp5qyh","random","improve",0,"Without"
"bgzp5qyh","opposite","trust",0,"Without"
"bgzp5qyh","opposite","improve",0,"Without"
"bgzp5qyh","bluebias","trust",100,"Without"
"bgzp5qyh","bluebias","improve",100,"Without"
"udpk2omf","opposite","trust",75,"Without"
"udpk2omf","opposite","improve",76,"Without"
"udpk2omf","helpful","trust",80,"Without"
"udpk2omf","helpful","improve",76,"Without"
"udpk2omf","random","trust",61,"Without"
"udpk2omf","random","improve",60,"Without"
"udpk2omf","bluebias","trust",75,"Without"
"udpk2omf","bluebias","improve",76,"Without"
"z5vs6sop","opposite","trust",49,"Without"
"z5vs6sop","opposite","improve",49,"Without"
"z5vs6sop","bluebias","trust",75,"Without"
"z5vs6sop","bluebias","improve",50,"Without"
"z5vs6sop","random","trust",24,"Without"
"z5vs6sop","random","improve",23,"Without"
"z5vs6sop","helpful","trust",75,"Without"
"z5vs6sop","helpful","improve",85,"Without"
"nczwekue","random","trust",72,"Without"
"nczwekue","random","improve",69,"Without"
"nczwekue","helpful","trust",26,"Without"
"nczwekue","helpful","improve",29,"Without"
"nczwekue","opposite","trust",0,"Without"
"nczwekue","opposite","improve",0,"Without"
"nczwekue","bluebias","trust",24,"Without"
"nczwekue","bluebias","improve",27,"Without"
"8pd1c53b","helpful","trust",100,"Without"
"8pd1c53b","helpful","improve",100,"Without"
"8pd1c53b","random","trust",100,"Without"
"8pd1c53b","random","improve",100,"Without"
"8pd1c53b","opposite","trust",100,"Without"
"8pd1c53b","opposite","improve",79,"Without"
"8pd1c53b","bluebias","trust",100,"Without"
"8pd1c53b","bluebias","improve",100,"Without"
"a3gz2jhu","opposite","trust",0,"Without"
"a3gz2jhu","opposite","improve",8,"Without"
"a3gz2jhu","random","trust",17,"Without"
"a3gz2jhu","random","improve",18,"Without"
"a3gz2jhu","bluebias","trust",99,"Without"
"a3gz2jhu","bluebias","improve",99,"Without"
"a3gz2jhu","helpful","trust",100,"Without"
"a3gz2jhu","helpful","improve",99,"Without"
"o7ve545n","opposite","trust",24,"Without"
"o7ve545n","opposite","improve",50,"Without"
"o7ve545n","helpful","trust",57,"Without"
"o7ve545n","helpful","improve",57,"Without"
"o7ve545n","bluebias","trust",50,"Without"
"o7ve545n","bluebias","improve",43,"Without"
"o7ve545n","random","trust",37,"Without"
"o7ve545n","random","improve",22,"Without"
"t0omdjhl","helpful","trust",76,"Without"
"t0omdjhl","helpful","improve",74,"Without"
"t0omdjhl","opposite","trust",25,"Without"
"t0omdjhl","opposite","improve",19,"Without"
"t0omdjhl","bluebias","trust",50,"Without"
"t0omdjhl","bluebias","improve",66,"Without"
"t0omdjhl","random","trust",24,"Without"
"t0omdjhl","random","improve",29,"Without"
"4g887d2x","opposite","trust",6,"Without"
"4g887d2x","opposite","improve",25,"Without"
"4g887d2x","bluebias","trust",71,"Without"
"4g887d2x","bluebias","improve",73,"Without"
"4g887d2x","random","trust",49,"Without"
"4g887d2x","random","improve",51,"Without"
"4g887d2x","helpful","trust",77,"Without"
"4g887d2x","helpful","improve",78,"Without"
"gfas0c1r","helpful","trust",91,"Without"
"gfas0c1r","helpful","improve",90,"Without"
"gfas0c1r","bluebias","trust",34,"Without"
"gfas0c1r","bluebias","improve",39,"Without"
"gfas0c1r","random","trust",0,"Without"
"gfas0c1r","random","improve",0,"Without"
"gfas0c1r","opposite","trust",0,"Without"
"gfas0c1r","opposite","improve",0,"Without"
"e2g97kd7","helpful","trust",38,"Without"
"e2g97kd7","helpful","improve",29,"Without"
"e2g97kd7","opposite","trust",0,"Without"
"e2g97kd7","opposite","improve",0,"Without"
"e2g97kd7","random","trust",80,"Without"
"e2g97kd7","random","improve",91,"Without"
"e2g97kd7","bluebias","trust",83,"Without"
"e2g97kd7","bluebias","improve",85,"Without"
"yuujulja","helpful","trust",65,"Without"
"yuujulja","helpful","improve",59,"Without"
"yuujulja","bluebias","trust",57,"Without"
"yuujulja","bluebias","improve",54,"Without"
"yuujulja","opposite","trust",6,"Without"
"yuujulja","opposite","improve",0,"Without"
"yuujulja","random","trust",48,"Without"
"yuujulja","random","improve",34,"Without"
"0fa5xdrz","random","trust",35,"Without"
"0fa5xdrz","random","improve",43,"Without"
"0fa5xdrz","helpful","trust",56,"Without"
"0fa5xdrz","helpful","improve",63,"Without"
"0fa5xdrz","bluebias","trust",24,"Without"
"0fa5xdrz","bluebias","improve",17,"Without"
"0fa5xdrz","opposite","trust",10,"Without"
"0fa5xdrz","opposite","improve",8,"Without"
"2wbdhcfa","random","trust",75,"Without"
"2wbdhcfa","random","improve",69,"Without"
"2wbdhcfa","bluebias","trust",13,"Without"
"2wbdhcfa","bluebias","improve",12,"Without"
"2wbdhcfa","opposite","trust",0,"Without"
"2wbdhcfa","opposite","improve",82,"Without"
"2wbdhcfa","helpful","trust",64,"Without"
"2wbdhcfa","helpful","improve",34,"Without"
"zvxjp5uj","random","trust",66,"Without"
"zvxjp5uj","random","improve",76,"Without"
"zvxjp5uj","opposite","trust",60,"Without"
"zvxjp5uj","opposite","improve",61,"Without"
"zvxjp5uj","helpful","trust",61,"Without"
"zvxjp5uj","helpful","improve",72,"Without"
"zvxjp5uj","bluebias","trust",74,"Without"
"zvxjp5uj","bluebias","improve",82,"Without"
"codgtzk9","random","trust",43,"Without"
"codgtzk9","random","improve",45,"Without"
"codgtzk9","opposite","trust",13,"Without"
"codgtzk9","opposite","improve",12,"Without"
"codgtzk9","bluebias","trust",38,"Without"
"codgtzk9","bluebias","improve",37,"Without"
"codgtzk9","helpful","trust",75,"Without"
"codgtzk9","helpful","improve",76,"Without"
"fonum3cd","random","trust",77,"Without"
"fonum3cd","random","improve",78,"Without"
"fonum3cd","opposite","trust",77,"Without"
"fonum3cd","opposite","improve",77,"Without"
"fonum3cd","bluebias","trust",80,"Without"
"fonum3cd","bluebias","improve",83,"Without"
"fonum3cd","helpful","trust",80,"Without"
"fonum3cd","helpful","improve",79,"Without"
"1rtsn438","random","trust",73,"Without"
"1rtsn438","random","improve",29,"Without"
"1rtsn438","bluebias","trust",35,"Without"
"1rtsn438","bluebias","improve",25,"Without"
"1rtsn438","opposite","trust",77,"Without"
"1rtsn438","opposite","improve",48,"Without"
"1rtsn438","helpful","trust",76,"Without"
"1rtsn438","helpful","improve",46,"Without"
"kdzq0ao6","helpful","trust",78,"Without"
"kdzq0ao6","helpful","improve",89,"Without"
"kdzq0ao6","bluebias","trust",51,"Without"
"kdzq0ao6","bluebias","improve",36,"Without"
"kdzq0ao6","opposite","trust",1,"Without"
"kdzq0ao6","opposite","improve",6,"Without"
"kdzq0ao6","random","trust",32,"Without"
"kdzq0ao6","random","improve",56,"Without"
"2p2qngsy","helpful","trust",45,"Without"
"2p2qngsy","helpful","improve",61,"Without"
"2p2qngsy","random","trust",16,"Without"
"2p2qngsy","random","improve",17,"Without"
"2p2qngsy","bluebias","trust",42,"Without"
"2p2qngsy","bluebias","improve",40,"Without"
"2p2qngsy","opposite","trust",14,"Without"
"2p2qngsy","opposite","improve",6,"Without"
"k556cggx","opposite","trust",35,"Without"
"k556cggx","opposite","improve",32,"Without"
"k556cggx","bluebias","trust",76,"Without"
"k556cggx","bluebias","improve",75,"Without"
"k556cggx","helpful","trust",73,"Without"
"k556cggx","helpful","improve",75,"Without"
"k556cggx","random","trust",18,"Without"
"k556cggx","random","improve",20,"Without"
"k50a66z7","bluebias","trust",78,"Without"
"k50a66z7","bluebias","improve",72,"Without"
"k50a66z7","random","trust",73,"Without"
"k50a66z7","random","improve",84,"Without"
"k50a66z7","helpful","trust",79,"Without"
"k50a66z7","helpful","improve",82,"Without"
"k50a66z7","opposite","trust",99,"Without"
"k50a66z7","opposite","improve",74,"Without"
"zjxxg1qs","random","trust",25,"Without"
"zjxxg1qs","random","improve",68,"Without"
"zjxxg1qs","bluebias","trust",27,"Without"
"zjxxg1qs","bluebias","improve",67,"Without"
"zjxxg1qs","helpful","trust",24,"Without"
"zjxxg1qs","helpful","improve",72,"Without"
"zjxxg1qs","opposite","trust",4,"Without"
"zjxxg1qs","opposite","improve",24,"Without"
"bdwnaggl","random","trust",77,"Without"
"bdwnaggl","random","improve",73,"Without"
"bdwnaggl","bluebias","trust",75,"Without"
"bdwnaggl","bluebias","improve",75,"Without"
"bdwnaggl","helpful","trust",100,"Without"
"bdwnaggl","helpful","improve",100,"Without"
"bdwnaggl","opposite","trust",2,"Without"
"bdwnaggl","opposite","improve",0,"Without"
"3ypa9yxs","random","trust",75,"Without"
"3ypa9yxs","random","improve",75,"Without"
"3ypa9yxs","opposite","trust",27,"Without"
"3ypa9yxs","opposite","improve",60,"Without"
"3ypa9yxs","bluebias","trust",75,"Without"
"3ypa9yxs","bluebias","improve",72,"Without"
"3ypa9yxs","helpful","trust",72,"Without"
"3ypa9yxs","helpful","improve",66,"Without"
"ez3rhwy4","helpful","trust",69,"Without"
"ez3rhwy4","helpful","improve",60,"Without"
"ez3rhwy4","random","trust",96,"Without"
"ez3rhwy4","random","improve",12,"Without"
"ez3rhwy4","bluebias","trust",89,"Without"
"ez3rhwy4","bluebias","improve",29,"Without"
"ez3rhwy4","opposite","trust",98,"Without"
"ez3rhwy4","opposite","improve",32,"Without"
"jdy6471m","helpful","trust",77,"Without"
"jdy6471m","helpful","improve",76,"Without"
"jdy6471m","bluebias","trust",97,"Without"
"jdy6471m","bluebias","improve",86,"Without"
"jdy6471m","random","trust",81,"Without"
"jdy6471m","random","improve",80,"Without"
"jdy6471m","opposite","trust",23,"Without"
"jdy6471m","opposite","improve",22,"Without"
"x6f4bju0","opposite","trust",23,"Without"
"x6f4bju0","opposite","improve",24,"Without"
"x6f4bju0","helpful","trust",75,"Without"
"x6f4bju0","helpful","improve",75,"Without"
"x6f4bju0","bluebias","trust",75,"Without"
"x6f4bju0","bluebias","improve",75,"Without"
"x6f4bju0","random","trust",50,"Without"
"x6f4bju0","random","improve",50,"Without"
"4pfcn1bb","bluebias","trust",79,"Without"
"4pfcn1bb","bluebias","improve",81,"Without"
"4pfcn1bb","random","trust",43,"Without"
"4pfcn1bb","random","improve",35,"Without"
"4pfcn1bb","opposite","trust",15,"Without"
"4pfcn1bb","opposite","improve",13,"Without"
"4pfcn1bb","helpful","trust",79,"Without"
"4pfcn1bb","helpful","improve",79,"Without"
"fob4px3o","helpful","trust",80,"Without"
"fob4px3o","helpful","improve",75,"Without"
"fob4px3o","bluebias","trust",40,"Without"
"fob4px3o","bluebias","improve",49,"Without"
"fob4px3o","random","trust",50,"Without"
"fob4px3o","random","improve",52,"Without"
"fob4px3o","opposite","trust",23,"Without"
"fob4px3o","opposite","improve",20,"Without"
"hbl8xzyc","random","trust",50,"Without"
"hbl8xzyc","random","improve",50,"Without"
"hbl8xzyc","opposite","trust",72,"Without"
"hbl8xzyc","opposite","improve",76,"Without"
"hbl8xzyc","bluebias","trust",72,"Without"
"hbl8xzyc","bluebias","improve",73,"Without"
"hbl8xzyc","helpful","trust",50,"Without"
"hbl8xzyc","helpful","improve",50,"Without"
"oh59rujj","bluebias","trust",76,"Without"
"oh59rujj","bluebias","improve",64,"Without"
"oh59rujj","opposite","trust",74,"Without"
"oh59rujj","opposite","improve",71,"Without"
"oh59rujj","helpful","trust",62,"Without"
"oh59rujj","helpful","improve",59,"Without"
"oh59rujj","random","trust",54,"Without"
"oh59rujj","random","improve",45,"Without"
"q07kucsw","random","trust",68,"Without"
"q07kucsw","random","improve",61,"Without"
"q07kucsw","bluebias","trust",24,"Without"
"q07kucsw","bluebias","improve",30,"Without"
"q07kucsw","helpful","trust",40,"Without"
"q07kucsw","helpful","improve",44,"Without"
"q07kucsw","opposite","trust",0,"Without"
"q07kucsw","opposite","improve",0,"Without"
"acsmhj06","random","trust",78,"Without"
"acsmhj06","random","improve",85,"Without"
"acsmhj06","bluebias","trust",35,"Without"
"acsmhj06","bluebias","improve",59,"Without"
"acsmhj06","opposite","trust",23,"Without"
"acsmhj06","opposite","improve",27,"Without"
"acsmhj06","helpful","trust",91,"Without"
"acsmhj06","helpful","improve",100,"Without"
"nz424b2c","bluebias","trust",70,"Without"
"nz424b2c","bluebias","improve",69,"Without"
"nz424b2c","opposite","trust",0,"Without"
"nz424b2c","opposite","improve",20,"Without"
"nz424b2c","helpful","trust",70,"Without"
"nz424b2c","helpful","improve",64,"Without"
"nz424b2c","random","trust",27,"Without"
"nz424b2c","random","improve",26,"Without"
"1s1vqmwy","opposite","trust",50,"Without"
"1s1vqmwy","opposite","improve",51,"Without"
"1s1vqmwy","bluebias","trust",51,"Without"
"1s1vqmwy","bluebias","improve",50,"Without"
"1s1vqmwy","random","trust",55,"Without"
"1s1vqmwy","random","improve",59,"Without"
"1s1vqmwy","helpful","trust",52,"Without"
"1s1vqmwy","helpful","improve",54,"Without"
"psjhtf8a","random","trust",76,"Without"
"psjhtf8a","random","improve",80,"Without"
"psjhtf8a","bluebias","trust",77,"Without"
"psjhtf8a","bluebias","improve",87,"Without"
"psjhtf8a","helpful","trust",78,"Without"
"psjhtf8a","helpful","improve",80,"Without"
"psjhtf8a","opposite","trust",1,"Without"
"psjhtf8a","opposite","improve",2,"Without"
"74crp9wo","bluebias","trust",77,"With"
"74crp9wo","bluebias","improve",78,"With"
"74crp9wo","random","trust",89,"With"
"74crp9wo","random","improve",72,"With"
"74crp9wo","opposite","trust",88,"With"
"74crp9wo","opposite","improve",77,"With"
"74crp9wo","helpful","trust",79,"With"
"74crp9wo","helpful","improve",81,"With"
"gb7904jd","opposite","trust",26,"With"
"gb7904jd","opposite","improve",0,"With"
"gb7904jd","helpful","trust",74,"With"
"gb7904jd","helpful","improve",77,"With"
"gb7904jd","bluebias","trust",75,"With"
"gb7904jd","bluebias","improve",75,"With"
"gb7904jd","random","trust",24,"With"
"gb7904jd","random","improve",28,"With"
"qlfh0hd9","helpful","trust",50,"With"
"qlfh0hd9","helpful","improve",66,"With"
"qlfh0hd9","bluebias","trust",24,"With"
"qlfh0hd9","bluebias","improve",24,"With"
"qlfh0hd9","opposite","trust",0,"With"
"qlfh0hd9","opposite","improve",100,"With"
"qlfh0hd9","random","trust",24,"With"
"qlfh0hd9","random","improve",0,"With"
"0p8dfxsx","opposite","trust",0,"With"
"0p8dfxsx","opposite","improve",0,"With"
"0p8dfxsx","bluebias","trust",68,"With"
"0p8dfxsx","bluebias","improve",76,"With"
"0p8dfxsx","random","trust",0,"With"
"0p8dfxsx","random","improve",0,"With"
"0p8dfxsx","helpful","trust",100,"With"
"0p8dfxsx","helpful","improve",100,"With"
"bcx7mlow","helpful","trust",73,"With"
"bcx7mlow","helpful","improve",81,"With"
"bcx7mlow","random","trust",59,"With"
"bcx7mlow","random","improve",42,"With"
"bcx7mlow","bluebias","trust",14,"With"
"bcx7mlow","bluebias","improve",24,"With"
"bcx7mlow","opposite","trust",98,"With"
"bcx7mlow","opposite","improve",100,"With"
"9uledqxn","opposite","trust",0,"With"
"9uledqxn","opposite","improve",74,"With"
"9uledqxn","random","trust",0,"With"
"9uledqxn","random","improve",0,"With"
"9uledqxn","bluebias","trust",0,"With"
"9uledqxn","bluebias","improve",70,"With"
"9uledqxn","helpful","trust",100,"With"
"9uledqxn","helpful","improve",100,"With"
"uu6sywal","opposite","trust",23,"With"
"uu6sywal","opposite","improve",23,"With"
"uu6sywal","helpful","trust",74,"With"
"uu6sywal","helpful","improve",75,"With"
"uu6sywal","random","trust",50,"With"
"uu6sywal","random","improve",27,"With"
"uu6sywal","bluebias","trust",77,"With"
"uu6sywal","bluebias","improve",28,"With"
"sheb66w1","opposite","trust",0,"With"
"sheb66w1","opposite","improve",74,"With"
"sheb66w1","helpful","trust",82,"With"
"sheb66w1","helpful","improve",88,"With"
"sheb66w1","random","trust",0,"With"
"sheb66w1","random","improve",50,"With"
"sheb66w1","bluebias","trust",27,"With"
"sheb66w1","bluebias","improve",26,"With"
"u4xtx2dm","helpful","trust",87,"With"
"u4xtx2dm","helpful","improve",100,"With"
"u4xtx2dm","bluebias","trust",24,"With"
"u4xtx2dm","bluebias","improve",8,"With"
"u4xtx2dm","opposite","trust",0,"With"
"u4xtx2dm","opposite","improve",100,"With"
"u4xtx2dm","random","trust",12,"With"
"u4xtx2dm","random","improve",0,"With"
"hyr1n3kv","bluebias","trust",80,"With"
"hyr1n3kv","bluebias","improve",78,"With"
"hyr1n3kv","opposite","trust",35,"With"
"hyr1n3kv","opposite","improve",39,"With"
"hyr1n3kv","helpful","trust",100,"With"
"hyr1n3kv","helpful","improve",100,"With"
"hyr1n3kv","random","trust",77,"With"
"hyr1n3kv","random","improve",74,"With"
"lqvqzqdx","bluebias","trust",84,"With"
"lqvqzqdx","bluebias","improve",77,"With"
"lqvqzqdx","helpful","trust",100,"With"
"lqvqzqdx","helpful","improve",91,"With"
"lqvqzqdx","random","trust",14,"With"
"lqvqzqdx","random","improve",18,"With"
"lqvqzqdx","opposite","trust",38,"With"
"lqvqzqdx","opposite","improve",43,"With"
"r51u22nk","helpful","trust",65,"With"
"r51u22nk","helpful","improve",81,"With"
"r51u22nk","opposite","trust",50,"With"
"r51u22nk","opposite","improve",50,"With"
"r51u22nk","random","trust",40,"With"
"r51u22nk","random","improve",43,"With"
"r51u22nk","bluebias","trust",73,"With"
"r51u22nk","bluebias","improve",78,"With"
"b6eqjh4j","opposite","trust",27,"With"
"b6eqjh4j","opposite","improve",26,"With"
"b6eqjh4j","random","trust",54,"With"
"b6eqjh4j","random","improve",45,"With"
"b6eqjh4j","bluebias","trust",28,"With"
"b6eqjh4j","bluebias","improve",59,"With"
"b6eqjh4j","helpful","trust",56,"With"
"b6eqjh4j","helpful","improve",72,"With"
"rnvw4em9","random","trust",75,"With"
"rnvw4em9","random","improve",50,"With"
"rnvw4em9","bluebias","trust",76,"With"
"rnvw4em9","bluebias","improve",95,"With"
"rnvw4em9","opposite","trust",2,"With"
"rnvw4em9","opposite","improve",4,"With"
"rnvw4em9","helpful","trust",99,"With"
"rnvw4em9","helpful","improve",98,"With"
"18f9dq22","helpful","trust",87,"With"
"18f9dq22","helpful","improve",75,"With"
"18f9dq22","random","trust",25,"With"
"18f9dq22","random","improve",24,"With"
"18f9dq22","bluebias","trust",50,"With"
"18f9dq22","bluebias","improve",25,"With"
"18f9dq22","opposite","trust",97,"With"
"18f9dq22","opposite","improve",91,"With"
"c51zqpl3","helpful","trust",85,"With"
"c51zqpl3","helpful","improve",85,"With"
"c51zqpl3","bluebias","trust",23,"With"
"c51zqpl3","bluebias","improve",34,"With"
"c51zqpl3","opposite","trust",0,"With"
"c51zqpl3","opposite","improve",23,"With"
"c51zqpl3","random","trust",0,"With"
"c51zqpl3","random","improve",0,"With"
"4o5tm4u7","helpful","trust",50,"With"
"4o5tm4u7","helpful","improve",50,"With"
"4o5tm4u7","bluebias","trust",24,"With"
"4o5tm4u7","bluebias","improve",24,"With"
"4o5tm4u7","opposite","trust",0,"With"
"4o5tm4u7","opposite","improve",0,"With"
"4o5tm4u7","random","trust",50,"With"
"4o5tm4u7","random","improve",49,"With"
"1nmj9t5e","random","trust",53,"With"
"1nmj9t5e","random","improve",50,"With"
"1nmj9t5e","bluebias","trust",55,"With"
"1nmj9t5e","bluebias","improve",56,"With"
"1nmj9t5e","opposite","trust",57,"With"
"1nmj9t5e","opposite","improve",58,"With"
"1nmj9t5e","helpful","trust",56,"With"
"1nmj9t5e","helpful","improve",58,"With"
"291s3y34","random","trust",5,"With"
"291s3y34","random","improve",0,"With"
"291s3y34","helpful","trust",100,"With"
"291s3y34","helpful","improve",100,"With"
"291s3y34","bluebias","trust",59,"With"
"291s3y34","bluebias","improve",54,"With"
"291s3y34","opposite","trust",14,"With"
"291s3y34","opposite","improve",5,"With"
"70umq1tk","bluebias","trust",28,"With"
"70umq1tk","bluebias","improve",74,"With"
"70umq1tk","helpful","trust",74,"With"
"70umq1tk","helpful","improve",74,"With"
"70umq1tk","random","trust",50,"With"
"70umq1tk","random","improve",72,"With"
"70umq1tk","opposite","trust",2,"With"
"70umq1tk","opposite","improve",74,"With"
"am985rgq","opposite","trust",1,"With"
"am985rgq","opposite","improve",0,"With"
"am985rgq","random","trust",24,"With"
"am985rgq","random","improve",21,"With"
"am985rgq","bluebias","trust",23,"With"
"am985rgq","bluebias","improve",0,"With"
"am985rgq","helpful","trust",73,"With"
"am985rgq","helpful","improve",74,"With"
"b6ofpl7r","opposite","trust",21,"With"
"b6ofpl7r","opposite","improve",12,"With"
"b6ofpl7r","random","trust",0,"With"
"b6ofpl7r","random","improve",0,"With"
"b6ofpl7r","bluebias","trust",13,"With"
"b6ofpl7r","bluebias","improve",0,"With"
"b6ofpl7r","helpful","trust",76,"With"
"b6ofpl7r","helpful","improve",87,"With"
"d15mkf3r","random","trust",0,"With"
"d15mkf3r","random","improve",0,"With"
"d15mkf3r","helpful","trust",81,"With"
"d15mkf3r","helpful","improve",100,"With"
"d15mkf3r","opposite","trust",0,"With"
"d15mkf3r","opposite","improve",100,"With"
"d15mkf3r","bluebias","trust",74,"With"
"d15mkf3r","bluebias","improve",100,"With"
"fys42wo9","bluebias","trust",71,"With"
"fys42wo9","bluebias","improve",50,"With"
"fys42wo9","helpful","trust",69,"With"
"fys42wo9","helpful","improve",54,"With"
"fys42wo9","random","trust",35,"With"
"fys42wo9","random","improve",38,"With"
"fys42wo9","opposite","trust",0,"With"
"fys42wo9","opposite","improve",75,"With"
"jwyq6qpp","helpful","trust",81,"With"
"jwyq6qpp","helpful","improve",80,"With"
"jwyq6qpp","opposite","trust",0,"With"
"jwyq6qpp","opposite","improve",0,"With"
"jwyq6qpp","bluebias","trust",66,"With"
"jwyq6qpp","bluebias","improve",65,"With"
"jwyq6qpp","random","trust",15,"With"
"jwyq6qpp","random","improve",0,"With"
"n2m3pmr0","bluebias","trust",71,"With"
"n2m3pmr0","bluebias","improve",75,"With"
"n2m3pmr0","helpful","trust",67,"With"
"n2m3pmr0","helpful","improve",69,"With"
"n2m3pmr0","opposite","trust",22,"With"
"n2m3pmr0","opposite","improve",90,"With"
"n2m3pmr0","random","trust",76,"With"
"n2m3pmr0","random","improve",25,"With"
"sonwe5gk","opposite","trust",30,"With"
"sonwe5gk","opposite","improve",32,"With"
"sonwe5gk","bluebias","trust",67,"With"
"sonwe5gk","bluebias","improve",67,"With"
"sonwe5gk","random","trust",45,"With"
"sonwe5gk","random","improve",40,"With"
"sonwe5gk","helpful","trust",74,"With"
"sonwe5gk","helpful","improve",67,"With"
"tjr9hr3g","random","trust",25,"With"
"tjr9hr3g","random","improve",24,"With"
"tjr9hr3g","bluebias","trust",75,"With"
"tjr9hr3g","bluebias","improve",51,"With"
"tjr9hr3g","helpful","trust",100,"With"
"tjr9hr3g","helpful","improve",100,"With"
"tjr9hr3g","opposite","trust",0,"With"
"tjr9hr3g","opposite","improve",0,"With"
"tmp1wbhd","bluebias","trust",75,"With"
"tmp1wbhd","bluebias","improve",51,"With"
"tmp1wbhd","opposite","trust",24,"With"
"tmp1wbhd","opposite","improve",28,"With"
"tmp1wbhd","helpful","trust",93,"With"
"tmp1wbhd","helpful","improve",86,"With"
"tmp1wbhd","random","trust",36,"With"
"tmp1wbhd","random","improve",50,"With"
"tnvyypzj","opposite","trust",9,"With"
"tnvyypzj","opposite","improve",26,"With"
"tnvyypzj","bluebias","trust",76,"With"
"tnvyypzj","bluebias","improve",75,"With"
"tnvyypzj","random","trust",0,"With"
"tnvyypzj","random","improve",1,"With"
