"","completion_code","source_type","X_F","posterior_blue_F","posterior_blue_F_data","block_stage","trial_number_within_block","condition","news_station_first","with_independent_council","X_I","block_half","block_quarter","correct_state","ground_truth","agent_name","learner_type","b_F_estimate","g_F_estimate","posterior_blue_I","a_I","c_I","a_F","c_F","posterior_indep","logodds_blue_I"
"3286","qlfh0hd9","random",3,NA,NA,"normal",26,"With","First","false",0,2,4,"green",-1,"qlfh0hd9","ground_truth",0.537313432835821,0.548387096774194,0.543237070205987,1,0.543237070205987,NA,NA,NA,NA
"3287","qlfh0hd9","random",1,NA,NA,"normal",27,"With","First","false",4,2,4,"blue",1,"qlfh0hd9","ground_truth",0.537313432835821,0.537313432835821,0.395508398221119,-1,0.604491601778881,NA,NA,NA,NA
"3288","qlfh0hd9","random",2,NA,NA,"normal",28,"With","First","false",2,2,4,"green",-1,"qlfh0hd9","ground_truth",0.513888888888889,0.537313432835821,0.479135418636548,-1,0.520864581363452,NA,NA,NA,NA
"3289","0p8dfxsx","opposite",3,NA,NA,"normal",1,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.5,0.5,0,0.5,NA,NA,NA,NA
"3290","0p8dfxsx","opposite",3,NA,NA,"normal",2,"With","First","false",2,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.428571428571429,0.386300438120161,-1,0.613699561879839,NA,NA,NA,NA
"3291","0p8dfxsx","opposite",2,NA,NA,"normal",3,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.5,0.416666666666667,0.421505687153354,-1,0.578494312846646,NA,NA,NA,NA
"3292","0p8dfxsx","opposite",2,NA,NA,"normal",4,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.428571428571429,0.416666666666667,0.536508571291567,1,0.536508571291567,NA,NA,NA,NA
"3293","0p8dfxsx","opposite",2,NA,NA,"normal",5,"With","First","false",3,1,1,"green",-1,"0p8dfxsx","ground_truth",0.416666666666667,0.416666666666667,0.562546768924273,1,0.562546768924273,NA,NA,NA,NA
"3294","0p8dfxsx","opposite",1,NA,NA,"normal",6,"With","First","false",5,1,1,"blue",1,"0p8dfxsx","ground_truth",0.416666666666667,0.470588235294118,0.62230030113749,1,0.62230030113749,NA,NA,NA,NA
"3295","0p8dfxsx","opposite",2,NA,NA,"normal",7,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.352941176470588,0.470588235294118,0.526478225838384,1,0.526478225838384,NA,NA,NA,NA
"3296","0p8dfxsx","opposite",4,NA,NA,"normal",8,"With","First","false",2,1,2,"green",-1,"0p8dfxsx","ground_truth",0.363636363636364,0.470588235294118,0.264867318062112,-1,0.735132681937888,NA,NA,NA,NA
"3297","0p8dfxsx","opposite",1,NA,NA,"normal",9,"With","First","false",1,1,2,"green",-1,"0p8dfxsx","ground_truth",0.363636363636364,0.409090909090909,0.747644626149403,1,0.747644626149403,NA,NA,NA,NA
"3298","0p8dfxsx","opposite",1,NA,NA,"normal",10,"With","First","false",4,1,2,"blue",1,"0p8dfxsx","ground_truth",0.363636363636364,0.481481481481481,0.658856630373494,1,0.658856630373494,NA,NA,NA,NA
"3299","0p8dfxsx","opposite",3,NA,NA,"normal",11,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.333333333333333,0.481481481481481,0.356023160986026,-1,0.643976839013974,NA,NA,NA,NA
"3300","0p8dfxsx","opposite",5,NA,NA,"normal",12,"With","First","false",1,1,2,"green",-1,"0p8dfxsx","ground_truth",0.333333333333333,0.46875,0.122698022449462,-1,0.877301977550538,NA,NA,NA,NA
"3301","0p8dfxsx","opposite",3,NA,NA,"normal",13,"With","First","false",1,1,2,"green",-1,"0p8dfxsx","ground_truth",0.333333333333333,0.405405405405405,0.338454585923499,-1,0.661545414076501,NA,NA,NA,NA
"3302","0p8dfxsx","opposite",5,NA,NA,"normal",14,"With","First","false",3,1,2,"green",-1,"0p8dfxsx","ground_truth",0.333333333333333,0.404761904761905,0.0801062193628542,-1,0.919893780637146,NA,NA,NA,NA
"3303","0p8dfxsx","opposite",1,NA,NA,"normal",15,"With","First","false",2,2,3,"blue",1,"0p8dfxsx","ground_truth",0.333333333333333,0.361702127659574,0.837042531258858,1,0.837042531258858,NA,NA,NA,NA
"3304","0p8dfxsx","opposite",2,NA,NA,"normal",16,"With","First","false",5,2,3,"blue",1,"0p8dfxsx","ground_truth",0.3125,0.361702127659574,0.606280837040808,1,0.606280837040808,NA,NA,NA,NA
"3305","0p8dfxsx","opposite",3,NA,NA,"normal",17,"With","First","false",1,2,3,"green",-1,"0p8dfxsx","ground_truth",0.324324324324324,0.361702127659574,0.327918624826342,-1,0.672081375173658,NA,NA,NA,NA
"3306","0p8dfxsx","opposite",2,NA,NA,"normal",18,"With","First","false",4,2,3,"blue",1,"0p8dfxsx","ground_truth",0.324324324324324,0.365384615384615,0.609264431307343,1,0.609264431307343,NA,NA,NA,NA
"3307","0p8dfxsx","opposite",1,NA,NA,"normal",19,"With","First","false",5,2,3,"blue",1,"0p8dfxsx","ground_truth",0.333333333333333,0.365384615384615,0.836032732095727,1,0.836032732095727,NA,NA,NA,NA
"3308","0p8dfxsx","opposite",1,NA,NA,"normal",20,"With","First","false",3,2,3,"blue",1,"0p8dfxsx","ground_truth",0.319148936170213,0.365384615384615,0.841388949381505,1,0.841388949381505,NA,NA,NA,NA
"3309","0p8dfxsx","opposite",5,NA,NA,"normal",21,"With","First","false",3,2,3,"green",-1,"0p8dfxsx","ground_truth",0.307692307692308,0.365384615384615,0.0341333190224518,-1,0.965866680977548,NA,NA,NA,NA
"3310","0p8dfxsx","opposite",2,NA,NA,"normal",22,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.307692307692308,0.333333333333333,0.644709250175994,1,0.644709250175994,NA,NA,NA,NA
"3311","0p8dfxsx","opposite",3,NA,NA,"normal",23,"With","First","false",0,2,4,"green",-1,"0p8dfxsx","ground_truth",0.315789473684211,0.333333333333333,0.32109541395489,-1,0.67890458604511,NA,NA,NA,NA
"3312","0p8dfxsx","opposite",5,NA,NA,"normal",24,"With","First","false",1,2,4,"green",-1,"0p8dfxsx","ground_truth",0.315789473684211,0.338709677419355,0.0311654439960374,-1,0.968834556003963,NA,NA,NA,NA
"3313","0p8dfxsx","opposite",2,NA,NA,"normal",25,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.315789473684211,0.313432835820896,0.676034636843079,1,0.676034636843079,NA,NA,NA,NA
"3314","0p8dfxsx","opposite",4,NA,NA,"normal",26,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.32258064516129,0.313432835820896,0.108180441515817,-1,0.891819558484183,NA,NA,NA,NA
"3315","0p8dfxsx","opposite",1,NA,NA,"normal",27,"With","First","false",5,2,4,"blue",1,"0p8dfxsx","ground_truth",0.32258064516129,0.305555555555556,0.907266330706886,1,0.907266330706886,NA,NA,NA,NA
"3316","0p8dfxsx","opposite",2,NA,NA,"normal",28,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.313432835820896,0.305555555555556,0.687538654430645,1,0.687538654430645,NA,NA,NA,NA
"3317","0p8dfxsx","bluebias",2,NA,NA,"normal",1,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.5,0.5,0,0.5,NA,NA,NA,NA
"3318","0p8dfxsx","bluebias",0,NA,NA,"normal",2,"With","First","false",0,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.571428571428571,0.587963986913317,1,0.587963986913317,NA,NA,NA,NA
"3319","0p8dfxsx","bluebias",2,NA,NA,"normal",3,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.75,0.419391784379901,-1,0.580608215620099,NA,NA,NA,NA
"3320","0p8dfxsx","bluebias",4,NA,NA,"normal",4,"With","First","false",1,1,1,"blue",1,"0p8dfxsx","ground_truth",0.5,0.705882352941177,0.798449891162048,1,0.798449891162048,NA,NA,NA,NA
"3321","0p8dfxsx","bluebias",4,NA,NA,"normal",5,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.714285714285714,0.705882352941177,0.880315467262402,1,0.880315467262402,NA,NA,NA,NA
"3322","0p8dfxsx","bluebias",2,NA,NA,"normal",6,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.75,0.705882352941177,0.277179732352083,-1,0.722820267647917,NA,NA,NA,NA
"3323","0p8dfxsx","bluebias",5,NA,NA,"normal",7,"With","First","false",5,1,1,"blue",1,"0p8dfxsx","ground_truth",0.75,0.681818181818182,0.976844447925881,1,0.976844447925881,NA,NA,NA,NA
"3324","0p8dfxsx","bluebias",5,NA,NA,"normal",8,"With","First","false",4,1,2,"blue",1,"0p8dfxsx","ground_truth",0.823529411764706,0.681818181818182,0.983686274776794,1,0.983686274776794,NA,NA,NA,NA
"3325","0p8dfxsx","bluebias",5,NA,NA,"normal",9,"With","First","false",5,1,2,"blue",1,"0p8dfxsx","ground_truth",0.863636363636364,0.681818181818182,0.986533430991246,1,0.986533430991246,NA,NA,NA,NA
"3326","0p8dfxsx","bluebias",3,NA,NA,"normal",10,"With","First","false",1,1,2,"green",-1,"0p8dfxsx","ground_truth",0.888888888888889,0.681818181818182,0.373147540562244,-1,0.626852459437756,NA,NA,NA,NA
"3327","0p8dfxsx","bluebias",3,NA,NA,"normal",11,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.888888888888889,0.62962962962963,0.315126715451319,-1,0.684873284548681,NA,NA,NA,NA
"3328","0p8dfxsx","bluebias",3,NA,NA,"normal",12,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.888888888888889,0.59375,0.284354929417982,-1,0.715645070582018,NA,NA,NA,NA
"3329","0p8dfxsx","bluebias",3,NA,NA,"normal",13,"With","First","false",2,1,2,"green",-1,"0p8dfxsx","ground_truth",0.888888888888889,0.567567567567568,0.265872595442374,-1,0.734127404557626,NA,NA,NA,NA
"3330","0p8dfxsx","bluebias",4,NA,NA,"normal",14,"With","First","false",5,1,2,"blue",1,"0p8dfxsx","ground_truth",0.888888888888889,0.547619047619048,0.715514000590836,1,0.715514000590836,NA,NA,NA,NA
"3331","0p8dfxsx","bluebias",4,NA,NA,"normal",15,"With","First","false",3,2,3,"blue",1,"0p8dfxsx","ground_truth",0.875,0.547619047619048,0.730509503877566,1,0.730509503877566,NA,NA,NA,NA
"3332","0p8dfxsx","bluebias",4,NA,NA,"normal",16,"With","First","false",4,2,3,"blue",1,"0p8dfxsx","ground_truth",0.864864864864865,0.547619047619048,0.739510927971372,1,0.739510927971372,NA,NA,NA,NA
"3333","0p8dfxsx","bluebias",3,NA,NA,"normal",17,"With","First","false",2,2,3,"green",-1,"0p8dfxsx","ground_truth",0.857142857142857,0.547619047619048,0.324110726373841,-1,0.675889273626159,NA,NA,NA,NA
"3334","0p8dfxsx","bluebias",3,NA,NA,"normal",18,"With","First","false",2,2,3,"blue",1,"0p8dfxsx","ground_truth",0.857142857142857,0.531914893617021,0.314380708946387,-1,0.685619291053613,NA,NA,NA,NA
"3335","0p8dfxsx","bluebias",3,NA,NA,"normal",19,"With","First","false",4,2,3,"green",-1,"0p8dfxsx","ground_truth",0.829787234042553,0.531914893617021,0.367333820514422,-1,0.632666179485578,NA,NA,NA,NA
"3336","0p8dfxsx","bluebias",4,NA,NA,"normal",20,"With","First","false",5,2,3,"blue",1,"0p8dfxsx","ground_truth",0.829787234042553,0.519230769230769,0.724578759808382,1,0.724578759808382,NA,NA,NA,NA
"3337","0p8dfxsx","bluebias",3,NA,NA,"normal",21,"With","First","false",4,2,3,"blue",1,"0p8dfxsx","ground_truth",0.826923076923077,0.519230769230769,0.365001551653776,-1,0.634998448346224,NA,NA,NA,NA
"3338","0p8dfxsx","bluebias",3,NA,NA,"normal",22,"With","First","false",3,2,4,"green",-1,"0p8dfxsx","ground_truth",0.807017543859649,0.519230769230769,0.397743121249652,-1,0.602256878750348,NA,NA,NA,NA
"3339","0p8dfxsx","bluebias",5,NA,NA,"normal",23,"With","First","false",3,2,4,"blue",1,"0p8dfxsx","ground_truth",0.807017543859649,0.508771929824561,0.913477053076082,1,0.913477053076082,NA,NA,NA,NA
"3340","0p8dfxsx","bluebias",5,NA,NA,"normal",24,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.82258064516129,0.508771929824561,0.920257426316666,1,0.920257426316666,NA,NA,NA,NA
"3341","0p8dfxsx","bluebias",3,NA,NA,"normal",25,"With","First","false",3,2,4,"blue",1,"0p8dfxsx","ground_truth",0.835820895522388,0.508771929824561,0.343860187934274,-1,0.656139812065726,NA,NA,NA,NA
"3342","0p8dfxsx","bluebias",2,NA,NA,"normal",26,"With","First","false",1,2,4,"green",-1,"0p8dfxsx","ground_truth",0.819444444444444,0.508771929824561,0.123591239332324,-1,0.876408760667676,NA,NA,NA,NA
"3343","0p8dfxsx","bluebias",2,NA,NA,"normal",27,"With","First","false",1,2,4,"green",-1,"0p8dfxsx","ground_truth",0.819444444444444,0.516129032258065,0.121987175298915,-1,0.878012824701085,NA,NA,NA,NA
"3344","0p8dfxsx","bluebias",3,NA,NA,"normal",28,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.819444444444444,0.522388059701492,0.378705977705665,-1,0.621294022294335,NA,NA,NA,NA
"3345","0p8dfxsx","random",3,NA,NA,"normal",1,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.5,0.5,0,0.5,NA,NA,NA,NA
"3346","0p8dfxsx","random",1,NA,NA,"normal",2,"With","First","false",2,1,1,"blue",1,"0p8dfxsx","ground_truth",0.5,0.428571428571429,0.556827582589441,1,0.556827582589441,NA,NA,NA,NA
"3347","0p8dfxsx","random",4,NA,NA,"normal",3,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.285714285714286,0.428571428571429,0.192259438234143,-1,0.807740561765857,NA,NA,NA,NA
"3348","0p8dfxsx","random",2,NA,NA,"normal",4,"With","First","false",3,1,1,"blue",1,"0p8dfxsx","ground_truth",0.5,0.428571428571429,0.554441730083852,1,0.554441730083852,NA,NA,NA,NA
"3349","0p8dfxsx","random",1,NA,NA,"normal",5,"With","First","false",0,1,1,"green",-1,"0p8dfxsx","ground_truth",0.470588235294118,0.428571428571429,0.599861477044972,1,0.599861477044972,NA,NA,NA,NA
"3350","0p8dfxsx","random",2,NA,NA,"normal",6,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.470588235294118,0.583333333333333,0.503036106186379,1,0.503036106186379,NA,NA,NA,NA
"3351","0p8dfxsx","random",4,NA,NA,"normal",7,"With","First","false",2,1,1,"green",-1,"0p8dfxsx","ground_truth",0.454545454545455,0.583333333333333,0.53765166045821,1,0.53765166045821,NA,NA,NA,NA
"3352","0p8dfxsx","random",4,NA,NA,"normal",8,"With","First","false",5,1,2,"blue",1,"0p8dfxsx","ground_truth",0.454545454545455,0.470588235294118,0.401159512056633,-1,0.598840487943367,NA,NA,NA,NA
"3353","0p8dfxsx","random",3,NA,NA,"normal",9,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.518518518518518,0.470588235294118,0.506810135716289,1,0.506810135716289,NA,NA,NA,NA
"3354","0p8dfxsx","random",2,NA,NA,"normal",10,"With","First","false",2,1,2,"green",-1,"0p8dfxsx","ground_truth",0.518518518518518,0.454545454545455,0.518773531437647,1,0.518773531437647,NA,NA,NA,NA
"3355","0p8dfxsx","random",3,NA,NA,"normal",11,"With","First","false",4,1,2,"blue",1,"0p8dfxsx","ground_truth",0.518518518518518,0.481481481481481,0.5,-1,0.5,NA,NA,NA,NA
"3356","0p8dfxsx","random",2,NA,NA,"normal",12,"With","First","false",4,1,2,"blue",1,"0p8dfxsx","ground_truth",0.53125,0.481481481481481,0.495326173561683,-1,0.504673826438317,NA,NA,NA,NA
"3357","0p8dfxsx","random",2,NA,NA,"normal",13,"With","First","false",2,1,2,"blue",1,"0p8dfxsx","ground_truth",0.513513513513513,0.481481481481481,0.506909044646295,1,0.506909044646295,NA,NA,NA,NA
"3358","0p8dfxsx","random",5,NA,NA,"normal",14,"With","First","false",1,1,2,"green",-1,"0p8dfxsx","ground_truth",0.5,0.481481481481481,0.434448467744189,-1,0.565551532255811,NA,NA,NA,NA
"3359","0p8dfxsx","random",2,NA,NA,"normal",15,"With","First","false",1,2,3,"green",-1,"0p8dfxsx","ground_truth",0.5,0.40625,0.565649555907021,1,0.565649555907021,NA,NA,NA,NA
"3360","0p8dfxsx","random",4,NA,NA,"normal",16,"With","First","false",5,2,3,"blue",1,"0p8dfxsx","ground_truth",0.5,0.432432432432432,0.417663097415373,-1,0.582336902584627,NA,NA,NA,NA
"3361","0p8dfxsx","random",3,NA,NA,"normal",17,"With","First","false",1,2,3,"green",-1,"0p8dfxsx","ground_truth",0.531914893617021,0.432432432432432,0.495013837037709,-1,0.504986162962291,NA,NA,NA,NA
"3362","0p8dfxsx","random",4,NA,NA,"normal",18,"With","First","false",2,2,3,"green",-1,"0p8dfxsx","ground_truth",0.531914893617021,0.428571428571429,0.454112835361182,-1,0.545887164638818,NA,NA,NA,NA
"3363","0p8dfxsx","random",4,NA,NA,"normal",19,"With","First","false",2,2,3,"green",-1,"0p8dfxsx","ground_truth",0.531914893617021,0.404255319148936,0.429618721951859,-1,0.570381278048141,NA,NA,NA,NA
"3364","0p8dfxsx","random",3,NA,NA,"normal",20,"With","First","false",1,2,3,"green",-1,"0p8dfxsx","ground_truth",0.531914893617021,0.384615384615385,0.489213712197995,-1,0.510786287802005,NA,NA,NA,NA
"3365","0p8dfxsx","random",3,NA,NA,"normal",21,"With","First","false",4,2,3,"blue",1,"0p8dfxsx","ground_truth",0.531914893617021,0.385964912280702,0.488103888229515,-1,0.511896111770485,NA,NA,NA,NA
"3366","0p8dfxsx","random",5,NA,NA,"normal",22,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.538461538461538,0.385964912280702,0.352424920115704,-1,0.647575079884296,NA,NA,NA,NA
"3367","0p8dfxsx","random",2,NA,NA,"normal",23,"With","First","false",3,2,4,"blue",1,"0p8dfxsx","ground_truth",0.578947368421053,0.385964912280702,0.533655270663761,1,0.533655270663761,NA,NA,NA,NA
"3368","0p8dfxsx","random",4,NA,NA,"normal",24,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.564516129032258,0.385964912280702,0.449584997113486,-1,0.550415002886514,NA,NA,NA,NA
"3369","0p8dfxsx","random",2,NA,NA,"normal",25,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.582089552238806,0.385964912280702,0.531661159612058,1,0.531661159612058,NA,NA,NA,NA
"3370","0p8dfxsx","random",0,NA,NA,"normal",26,"With","First","false",1,2,4,"green",-1,"0p8dfxsx","ground_truth",0.569444444444444,0.385964912280702,0.613983874525434,1,0.613983874525434,NA,NA,NA,NA
"3371","0p8dfxsx","random",0,NA,NA,"normal",27,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.569444444444444,0.435483870967742,0.480257037895411,-1,0.519742962104589,NA,NA,NA,NA
"3372","0p8dfxsx","random",2,NA,NA,"normal",28,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.569444444444444,0.477611940298507,0.467483828711776,-1,0.532516171288224,NA,NA,NA,NA
"3373","0p8dfxsx","helpful",3,NA,NA,"normal",1,"With","First","false",1,1,1,"green",-1,"0p8dfxsx","ground_truth",0.5,0.5,0.5,0,0.5,NA,NA,NA,NA
"3374","0p8dfxsx","helpful",4,NA,NA,"normal",2,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.5,0.428571428571429,0.417887997891784,-1,0.582112002108216,NA,NA,NA,NA
"3375","0p8dfxsx","helpful",3,NA,NA,"normal",3,"With","First","false",2,1,1,"blue",1,"0p8dfxsx","ground_truth",0.714285714285714,0.428571428571429,0.466588988025313,-1,0.533411011974687,NA,NA,NA,NA
"3376","0p8dfxsx","helpful",3,NA,NA,"normal",4,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.666666666666667,0.428571428571429,0.513967096804483,1,0.513967096804483,NA,NA,NA,NA
"3377","0p8dfxsx","helpful",2,NA,NA,"normal",5,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.647058823529412,0.428571428571429,0.456171456390384,-1,0.543828543609616,NA,NA,NA,NA
"3378","0p8dfxsx","helpful",2,NA,NA,"normal",6,"With","First","false",2,1,1,"green",-1,"0p8dfxsx","ground_truth",0.590909090909091,0.428571428571429,0.513326843322903,1,0.513326843322903,NA,NA,NA,NA
"3379","0p8dfxsx","helpful",4,NA,NA,"normal",7,"With","First","false",4,1,1,"blue",1,"0p8dfxsx","ground_truth",0.590909090909091,0.5,0.590045511222071,1,0.590045511222071,NA,NA,NA,NA
"3380","0p8dfxsx","helpful",5,NA,NA,"normal",8,"With","First","false",4,1,2,"blue",1,"0p8dfxsx","ground_truth",0.62962962962963,0.5,0.675026371850525,1,0.675026371850525,NA,NA,NA,NA
"3381","0p8dfxsx","helpful",1,NA,NA,"normal",9,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.6875,0.5,0.193789035688799,-1,0.806210964311201,NA,NA,NA,NA
"3382","0p8dfxsx","helpful",0,NA,NA,"normal",10,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.6875,0.588235294117647,0.0509528531164727,-1,0.949047146883527,NA,NA,NA,NA
"3383","0p8dfxsx","helpful",3,NA,NA,"normal",11,"With","First","false",1,1,2,"blue",1,"0p8dfxsx","ground_truth",0.6875,0.681818181818182,0.65854541848959,1,0.65854541848959,NA,NA,NA,NA
"3384","0p8dfxsx","helpful",1,NA,NA,"normal",12,"With","First","false",2,1,2,"green",-1,"0p8dfxsx","ground_truth",0.675675675675676,0.681818181818182,0.122353072112552,-1,0.877646927887448,NA,NA,NA,NA
"3385","0p8dfxsx","helpful",4,NA,NA,"normal",13,"With","First","false",3,1,2,"blue",1,"0p8dfxsx","ground_truth",0.675675675675676,0.703703703703704,0.899164384319369,1,0.899164384319369,NA,NA,NA,NA
"3386","0p8dfxsx","helpful",1,NA,NA,"normal",14,"With","First","false",0,1,2,"green",-1,"0p8dfxsx","ground_truth",0.69047619047619,0.703703703703704,0.100231359340232,-1,0.899768640659768,NA,NA,NA,NA
"3387","0p8dfxsx","helpful",1,NA,NA,"normal",15,"With","First","false",1,2,3,"green",-1,"0p8dfxsx","ground_truth",0.69047619047619,0.71875,0.0970669677977429,-1,0.902933032202257,NA,NA,NA,NA
"3388","0p8dfxsx","helpful",2,NA,NA,"normal",16,"With","First","false",5,2,3,"blue",1,"0p8dfxsx","ground_truth",0.69047619047619,0.72972972972973,0.349853477974708,-1,0.650146522025292,NA,NA,NA,NA
"3389","0p8dfxsx","helpful",1,NA,NA,"normal",17,"With","First","false",2,2,3,"green",-1,"0p8dfxsx","ground_truth",0.659574468085106,0.72972972972973,0.122406360216651,-1,0.877593639783349,NA,NA,NA,NA
"3390","0p8dfxsx","helpful",1,NA,NA,"normal",18,"With","First","false",2,2,3,"green",-1,"0p8dfxsx","ground_truth",0.659574468085106,0.738095238095238,0.120539520554443,-1,0.879460479445557,NA,NA,NA,NA
"3391","0p8dfxsx","helpful",1,NA,NA,"normal",19,"With","First","false",3,2,3,"green",-1,"0p8dfxsx","ground_truth",0.659574468085106,0.74468085106383,0.119156430034176,-1,0.880843569965824,NA,NA,NA,NA
"3392","0p8dfxsx","helpful",3,NA,NA,"normal",20,"With","First","false",3,2,3,"blue",1,"0p8dfxsx","ground_truth",0.659574468085106,0.75,0.77330954455484,1,0.77330954455484,NA,NA,NA,NA
"3393","0p8dfxsx","helpful",4,NA,NA,"normal",21,"With","First","false",3,2,3,"blue",1,"0p8dfxsx","ground_truth",0.653846153846154,0.75,0.943990429736911,1,0.943990429736911,NA,NA,NA,NA
"3394","0p8dfxsx","helpful",0,NA,NA,"normal",22,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.666666666666667,0.75,0.0218073654348942,-1,0.978192634565106,NA,NA,NA,NA
"3395","0p8dfxsx","helpful",3,NA,NA,"normal",23,"With","First","false",1,2,4,"green",-1,"0p8dfxsx","ground_truth",0.666666666666667,0.771929824561403,0.807140729715202,1,0.807140729715202,NA,NA,NA,NA
"3396","0p8dfxsx","helpful",4,NA,NA,"normal",24,"With","First","false",5,2,4,"blue",1,"0p8dfxsx","ground_truth",0.666666666666667,0.741935483870968,0.9422370202803,1,0.9422370202803,NA,NA,NA,NA
"3397","0p8dfxsx","helpful",4,NA,NA,"normal",25,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.67741935483871,0.741935483870968,0.943873043247617,1,0.943873043247617,NA,NA,NA,NA
"3398","0p8dfxsx","helpful",4,NA,NA,"normal",26,"With","First","false",4,2,4,"blue",1,"0p8dfxsx","ground_truth",0.686567164179104,0.741935483870968,0.945161119269965,1,0.945161119269965,NA,NA,NA,NA
"3399","0p8dfxsx","helpful",1,NA,NA,"normal",27,"With","First","false",0,2,4,"green",-1,"0p8dfxsx","ground_truth",0.694444444444444,0.741935483870968,0.082466210763391,-1,0.917533789236609,NA,NA,NA,NA
"3400","0p8dfxsx","helpful",0,NA,NA,"normal",28,"With","First","false",2,2,4,"green",-1,"0p8dfxsx","ground_truth",0.694444444444444,0.746268656716418,0.0143324657067228,-1,0.985667534293277,NA,NA,NA,NA
"3401","9uledqxn","opposite",2,NA,NA,"normal",1,"With","First","false",4,1,1,"blue",1,"9uledqxn","ground_truth",0.5,0.5,0.5,0,0.5,NA,NA,NA,NA
"3402","9uledqxn","opposite",3,NA,NA,"normal",2,"With","First","false",5,1,1,"blue",1,"9uledqxn","ground_truth",0.428571428571429,0.5,0.569685779499,1,0.569685779499,NA,NA,NA,NA
"3403","9uledqxn","opposite",1,NA,NA,"normal",3,"With","First","false",3,1,1,"blue",1,"9uledqxn","ground_truth",0.5,0.5,0.514797364310848,1,0.514797364310848,NA,NA,NA,NA
"3404","9uledqxn","opposite",2,NA,NA,"normal",4,"With","First","false",3,1,1,"green",-1,"9uledqxn","ground_truth",0.411764705882353,0.5,0.649423367645482,1,0.649423367645482,NA,NA,NA,NA
"3405","9uledqxn","opposite",2,NA,NA,"normal",5,"With","First","false",1,1,1,"blue",1,"9uledqxn","ground_truth",0.411764705882353,0.571428571428571,0.53832851529755,1,0.53832851529755,NA,NA,NA,NA
"3406","9uledqxn","opposite",3,NA,NA,"normal",6,"With","First","false",0,1,1,"green",-1,"9uledqxn","ground_truth",0.409090909090909,0.571428571428571,0.513326843322903,1,0.513326843322903,NA,NA,NA,NA
"3407","9uledqxn","opposite",2,NA,NA,"normal",7,"With","First","false",4,1,1,"blue",1,"9uledqxn","ground_truth",0.409090909090909,0.5,0.536247952755444,1,0.536247952755444,NA,NA,NA,NA
"3408","9uledqxn","opposite",1,NA,NA,"normal",8,"With","First","false",5,1,2,"blue",1,"9uledqxn","ground_truth",0.407407407407407,0.5,0.591912473243444,1,0.591912473243444,NA,NA,NA,NA
"3409","9uledqxn","opposite",1,NA,NA,"normal",9,"With","First","false",4,1,2,"blue",1,"9uledqxn","ground_truth",0.375,0.5,0.619682624081717,1,0.619682624081717,NA,NA,NA,NA
"3410","9uledqxn","opposite",5,NA,NA,"normal",10,"With","First","false",1,1,2,"green",-1,"9uledqxn","ground_truth",0.351351351351351,0.5,0.124761472431883,-1,0.875238527568117,NA,NA,NA,NA
